       date symbol     name   dx  cci if1      if3      if5     if10 score
 2024-11-14 000546 金圆股份 0.81 0.45   1    -4.23   -10.01   -13.35  0.99
 2024-11-14 000560 我爱我家 0.82 0.69  -1     0.65    -0.01     0.24  0.99
 2024-11-14 000791 甘肃能源 0.63 0.38  -1    -1.62    -2.49    -8.11  0.99
 2024-11-14 000798 中水渔业 0.72 0.54  -1    -7.97     1.55    -0.38  0.99
 2024-11-14 002045 国光电器 0.86 0.65  -1     0.39    -3.83     1.95  0.99
 2024-11-14 002135 东南网架 0.72 0.54  -1    -0.33    -0.29     0.70  0.99
 2024-11-14 002145 中核钛白 0.59 0.42  -1    -2.86    -0.99    -0.58  0.99
 2024-11-14 002343 慈文传媒 0.66 0.61  -1   -11.00    29.71   -26.85  0.99
 2024-11-14 002421 达实智能 0.63 0.39  -1    -5.08    -6.05    -2.99  0.99
 2024-11-14 002663 普邦股份 0.57 0.45  -1   -20.07   -13.64   -13.02  0.99
 2024-11-14 002725 跃岭股份 0.59 0.43  -1    -2.80    -3.02   -16.47  0.99
 2024-11-14 002878 元隆雅图 0.67 0.59  -1    -1.30     1.57   -16.31  0.99
 2024-11-14 600127 金健米业 0.57 0.45  -1    -3.26    -6.42    -4.72  0.99
 2024-11-14 600155 华创云信 0.54 0.47  -1   -12.47   -19.52    -9.47  0.99
 2024-11-14 600159 大龙地产 0.54 0.48  -1    -2.92    -7.12    -5.50  0.99
 2024-11-14 600248 陕建股份 0.85 0.41  -1    -2.68    -2.92     2.03  0.99
 2024-11-14 600318 新力金融 0.69 0.57   1    -7.29   -31.04   -34.59  0.99
 2024-11-14 600362 江西铜业 0.56 0.45  -1    -3.70    -6.25    -9.35  0.99
 2024-11-14 600391 航发科技 0.59 0.42  -1    -2.08    -5.69   -15.80  0.99
 2024-11-14 600519 贵州茅台 0.69 0.56   1    -6.08    -8.65    -0.99  0.99
 2024-11-14 600567 山鹰国际 0.62 0.39  -1    -3.31    -5.69    -7.32  0.99
 2024-11-14 600572   康恩贝 0.75 0.51   1    -5.40    -7.38   -17.43  0.99
 2024-11-14 600637 东方明珠 0.74 0.52  -1    -4.75    -4.91     2.74  0.99
 2024-11-14 600795 国电电力 0.59 0.42  -1    -6.08    -4.78    -2.64  0.99
 2024-11-14 600805 悦达投资 0.60 0.42  -1    -2.73    -8.99    -7.30  0.99
 2024-11-14 600865 百大集团 0.62 0.39  -1   -11.48   -17.43   -55.15  0.99
 2024-11-14 600882 妙可蓝多 0.87 0.64  -1    -2.43     4.68     3.14  0.99
 2024-11-14 601198 东兴证券 0.57 0.43  -1    -3.18    -5.57    -9.05  0.99
 2024-11-14 601375 中原证券 0.60 0.42  -1   -10.88   -15.66   -14.60  0.99
 2024-11-14 601798 蓝科高新 0.70 0.56   1    -0.52    -1.34    -2.45  0.99
 2024-11-14 603338 浙江鼎力 0.60 0.41  -1    -0.50    -3.48    -5.62  0.99
 2024-11-14 603656 泰禾智能 0.57 0.44  -1    -2.50    -4.62   -17.60  0.99
 2024-11-14 603722   阿科力 0.70 0.56  -1    -3.53    -4.49     1.90  0.99
 2024-11-14 603912   佳力图 0.72 0.54  -1    -1.60     2.47    -2.02  0.99
 2024-11-14 000009 中国宝安 0.77 0.50  -1    -1.06    -4.77     1.02  0.98
 2024-11-14 000401 冀东水泥 0.61 0.41  -1    -2.22   -13.70   -37.11  0.98
 2024-11-14 000639 西王食品 0.58 0.44  -1    -5.11    -4.36    -4.07  0.98
 2024-11-14 000999 华润三九 0.81 0.70  -1    22.84    -8.37    92.15  0.98
 2024-11-14 002076 星光股份 0.71 0.56  -1    -1.21    -0.86     0.85  0.98
 2024-11-14 002233 塔牌集团 0.63 0.40  -1    -5.38    -6.01    -5.93  0.98
 2024-11-14 002407   多氟多 0.90 0.62  -1     7.91     5.50    -0.02  0.98
 2024-11-14 002492 恒基达鑫 0.92 0.60   1    -0.64    -3.74     0.68  0.98
 2024-11-14 002566 益盛药业 0.68 0.60  -1    -1.28    -1.59     0.86  0.98
 2024-11-14 002669 康达新材 0.73 0.55   1    -1.04    -2.01    -0.48  0.98
 2024-11-14 002676 顺威股份 0.74 0.52  -1    -0.78     0.07    -2.27  0.98
 2024-11-14 002766 索菱股份 0.62 0.40  -1    -1.86    -2.11    -4.95  0.98
 2024-11-14 002778 中晟高科 0.86 0.66  -1     0.34     2.62    -1.82  0.98
 2024-11-14 002896 中大力德 0.54 0.48  -1    -2.84    -6.77    -2.90  0.98
 2024-11-14 002939 长城证券 0.54 0.48  -1    -5.90    -7.46    -4.87  0.98
 2024-11-14 002963   豪尔赛 0.53 0.49  -1   -12.71   -16.90   -25.78  0.98
 2024-11-14 600137 浪莎股份 0.75 0.52  -1    -1.72    -0.64     0.22  0.98
 2024-11-14 600222 太龙药业 0.51 0.52  -1    -0.90    -1.23    -2.38  0.98
 2024-11-14 600292 远达环保 0.65 0.62  -1    -0.85     0.12    -2.03  0.98
 2024-11-14 600331 宏达股份 0.74 0.28  -1    -3.38    -3.83    -4.67  0.98
 2024-11-14 600353 旭光电子 0.64 0.39  -1    -1.54    -2.81   -10.61  0.98
 2024-11-14 600379 宝光股份 0.84 0.68  -1     1.03     1.12    -0.43  0.98
 2024-11-14 600390 五矿资本 0.63 0.38  -1    -4.03    -7.43   -18.74  0.98
 2024-11-14 600528 中铁工业 0.75 0.51  -1    -0.78    -0.59     2.75  0.98
 2024-11-14 600999 招商证券 0.56 0.46  -1    -5.81    -6.20    -5.77  0.98
 2024-11-14 601099   太平洋 0.63 0.38  -1   -10.38   -16.21   -15.92  0.98
 2024-11-14 601788 光大证券 0.59 0.43  -1    -3.07    -5.31    -3.21  0.98
 2024-11-14 601880 辽港股份 0.62 0.40  -1  -113.76  -255.33  -210.52  0.98
 2024-11-14 603010 万盛股份 0.86 0.41  -1     4.44  -294.56  -743.36  0.98
 2024-11-14 603069 海汽集团 0.59 0.43  -1    -3.47    -3.31    -6.87  0.98
 2024-11-14 603277 银都股份 0.70 0.32  -1    -0.65    -0.22    -0.85  0.98
 2024-11-14 603330 天洋新材 0.74 0.53   1    -5.28    -9.72   -13.83  0.98
 2024-11-14 603843 正平股份 0.59 0.42  -1   -12.04   -25.45   -53.10  0.98
 2024-11-14 603859 能科科技 0.76 0.52  -1    -5.75    -2.99     1.90  0.98
 2024-11-14 603908   牧高笛 0.91 0.61  -1    -0.47     1.25     2.38  0.98
 2024-11-14 000008 神州高铁 0.58 0.46  -1    -2.83    -4.09    -3.46  0.97
 2024-11-14 000069 华侨城Ａ 0.59 0.44  -1    -2.41    -4.13    -4.52  0.97
 2024-11-14 000498 山东路桥 0.74 0.54  -1    -1.70    -0.04     1.29  0.97
 2024-11-14 000566 海南海药 0.62 0.41  -1    -4.90   -10.78    -8.54  0.97
 2024-11-14 000779   甘咨询 0.81 0.47   1    -0.81    -3.81   -11.48  0.97
 2024-11-14 000830 鲁西化工 0.66 0.62  -1    -5.33    -5.82     6.38  0.97
 2024-11-14 000970 中科三环 0.82 0.45  -1    -3.28    -3.89     1.90  0.97
 2024-11-14 000998 隆平高科 0.77 0.51  -1     3.33   -18.10   -15.23  0.97
 2024-11-14 002023 海特高新 0.61 0.42  -1    -3.66    -4.26    -9.10  0.97
 2024-11-14 002026 山东威达 0.76 0.51   1    -0.44    -6.68    -2.96  0.97
 2024-11-14 002136 安 纳 达 0.68 0.60  -1     3.28    -3.08   -16.71  0.97
 2024-11-14 002183 怡 亚 通 0.55 0.48  -1    -3.20    -3.93    -9.12  0.97
 2024-11-14 002187 广百股份 0.57 0.46  -1    -3.31    -4.06    -7.27  0.97
 2024-11-14 002218 拓日新能 0.61 0.42  -1    -3.10    -2.71    -0.90  0.97
 2024-11-14 002287 奇正藏药 0.61 0.43  -1    -1.59    -1.68    -2.24  0.97
 2024-11-14 002537 海联金汇 0.59 0.44  -1    -1.28    -1.72    -3.94  0.97
 2024-11-14 002615   哈尔斯 0.58 0.45  -1    -0.43    -3.39    -9.52  0.97
 2024-11-14 002730 电光科技 0.70 0.58   1   -12.74   -15.04   -60.20  0.97
 2024-11-14 002810 山东赫达 0.69 0.59   1    -0.67    -3.49    -6.95  0.97
 2024-11-14 600056 中国医药 1.00 0.78  -1     1.01     0.82     0.75  0.97
 2024-11-14 600132 重庆啤酒 0.76 0.52   1    -6.36    -5.03    -3.25  0.97
 2024-11-14 600241 时代万恒 0.64 0.65  -1    -1.96     0.39    -1.02  0.97
 2024-11-14 600288 大恒科技 0.63 0.39  -1    -7.10    -6.49    -3.08  0.97
 2024-11-14 600479 千金药业 0.73 0.55  -1    -3.66     5.45    -4.04  0.97
 2024-11-14 600490 鹏欣资源 0.61 0.43  -1    -6.77   -11.43    -8.18  0.97
 2024-11-14 600546 山煤国际 0.54 0.49  -1    -6.37   -12.40   -18.30  0.97
 2024-11-14 600877 电科芯片 0.69 0.34  -1    -3.69    -2.85    -2.01  0.97
 2024-11-14 601117 中国化学 0.82 0.71   1    -0.01     0.66    -0.22  0.97
 2024-11-14 601199 江南水务 0.53 0.49  -1    -0.19    -1.33    -4.84  0.97
 2024-11-14 601990 南京证券 0.59 0.44  -1    -5.25   -10.12    -7.93  0.97
 2024-11-14 603013 亚普股份 0.59 0.44  -1   -11.69   -13.24   -23.46  0.97
 2024-11-14 603128 华贸物流 0.76 0.52   1    -1.56    -5.33    -5.62  0.97
 2024-11-14 603288 海天味业 0.51 0.52  -1    -0.91    -1.69    -6.20  0.97
 2024-11-14 603331 百达精工 0.58 0.45  -1    -1.16    -1.78    -1.79  0.97
 2024-11-14 603380   易德龙 0.62 0.41  -1    -3.10    -0.24    -2.35  0.97
 2024-11-14 603586   金麒麟 0.73 0.55  -1     0.14    -0.62    -4.28  0.97
 2024-11-14 603773 沃格光电 0.88 0.64   1     0.30    -2.61   -13.47  0.97
 2024-11-14 603803 瑞斯康达 0.77 0.50  -1   -43.00   -32.98     5.11  0.97
 2024-11-14 603938 三孚股份 0.76 0.52  -1    -1.86    -1.36     0.82  0.97
 2024-11-14 000035 中国天楹 0.90 0.64  -1    -0.39     0.40     0.61  0.96
 2024-11-14 000697 炼石航空 0.62 0.42  -1    -2.98    -6.57    -1.67  0.96
 2024-11-14 000783 长江证券 0.60 0.44  -1   -10.84   -14.83   -11.83  0.96
 2024-11-14 002368 太极股份 0.74 0.55   1    -8.60    -3.22   -11.08  0.96
 2024-11-14 002793 罗欣药业 0.68 0.36  -1    -2.25    -3.69    -4.59  0.96
 2024-11-14 002816   和科达 0.82 0.72  -1    -0.58     1.59     2.69  0.96
 2024-11-14 002824 和胜股份 0.97 0.82  -1     3.39     7.35     2.33  0.96
 2024-11-14 002860   星帅尔 0.66 0.63  -1    -0.58    -0.28     0.38  0.96
 2024-11-14 600152 维科技术 0.76 0.53   1    -1.59    -4.33    -2.51  0.96
 2024-11-14 600203 福日电子 0.63 0.41  -1    -2.27    -4.40   -13.36  0.96
 2024-11-14 600237 铜峰电子 0.58 0.45  -1    -8.20    -4.58   -16.97  0.96
 2024-11-14 600452 涪陵电力 0.56 0.48  -1    -2.70    -5.95    -8.91  0.96
 2024-11-14 600496 精工钢构 0.62 0.42  -1    -4.35    -8.48    -9.14  0.96
 2024-11-14 600517 国网英大 0.55 0.48  -1    -3.35    -5.33    -4.06  0.96
 2024-11-14 600571   信雅达 0.87 0.67   1     0.02    -0.78    -6.36  0.96
 2024-11-14 600600 青岛啤酒 0.73 0.56  -1     0.33    -0.65    -0.79  0.96
 2024-11-14 600613 神奇制药 0.64 0.40  -1    -1.94    -4.80    -7.27  0.96
 2024-11-14 600743 华远地产 0.51 0.53  -1    -0.87    -1.42    -1.50  0.96
 2024-11-14 600778 友好集团 0.77 0.52  -1     3.69    -4.70   -24.63  0.96
 2024-11-14 600853 龙建股份 0.61 0.44  -1    -3.93    -3.36    -2.34  0.96
 2024-11-14 601330 绿色动力 0.79 0.50   1   -23.65   -12.05   -72.67  0.96
 2024-11-14 601688 华泰证券 0.63 0.41  -1    -3.58    -7.71    -6.55  0.96
 2024-11-14 601882 海天精工 0.74 0.55  -1     1.06    -1.30    -9.73  0.96
 2024-11-14 601996 丰林集团 0.60 0.44  -1 -1428.26   -23.81 -7434.40  0.96
 2024-11-14 603138 海量数据 0.71 0.59  -1     0.56    -0.75    -5.45  0.96
 2024-11-14 603456 九洲药业 0.62 0.43  -1    -3.37    -3.40    -1.70  0.96
 2024-11-14 603788 宁波高发 0.64 0.40  -1    -2.49    -3.56    -3.02  0.96
 2024-11-14 603806   福斯特 0.63 0.42  -1    -1.49   -13.27   -19.56  0.96
 2024-11-14 603878 武进不锈 0.66 0.63   1    -3.61    -7.49   -14.05  0.96
 2024-11-14 603999 读者传媒 0.72 0.57   1    -1.10    -1.78    -0.85  0.96
 2024-11-14 000601 韶能股份 0.74 0.56   1    -1.24   -18.08   -10.69  0.95
 2024-11-14 000793 华闻集团 0.54 0.51  -1  -190.68  -169.04  -121.60  0.95
 2024-11-14 000825 太钢不锈 0.67 0.37  -1    -1.96    -2.90    -3.80  0.95
 2024-11-14 002224 三 力 士 0.66 0.39  -1    -1.58    -3.25    -4.35  0.95
 2024-11-14 002282 博深股份 0.69 0.61  -1     0.13   -12.90   -87.38  0.95
 2024-11-14 002335 科华数据 0.67 0.38  -1    -9.43   -11.58   -30.99  0.95
 2024-11-14 002381 双箭股份 0.54 0.50  -1   -10.78   -12.49   -34.50  0.95
 2024-11-14 002545 东方铁塔 0.92 0.64   1     0.15    -0.35    -0.51  0.95
 2024-11-14 002612 朗姿股份 0.78 0.52  -1    -1.08     1.74    -0.31  0.95
 2024-11-14 002697 红旗连锁 0.76 0.54   1    -4.36    -2.23    -9.02  0.95
 2024-11-14 002739 万达电影 0.67 0.38  -1   -21.84   -42.60   -68.84  0.95
 2024-11-14 600058 五矿发展 0.63 0.42  -1   -46.30   -43.73   -98.15  0.95
 2024-11-14 600078 澄星股份 0.63 0.42  -1    -3.92   -10.15   -21.06  0.95
 2024-11-14 600178 东安动力 0.57 0.49  -1    -2.74    -4.80    -7.07  0.95
 2024-11-14 600305 恒顺醋业 0.72 0.58   1   -22.48    -6.81   -13.28  0.95
 2024-11-14 600585 海螺水泥 0.64 0.40  -1    -2.87    -1.83    -3.76  0.95
 2024-11-14 600606 绿地控股 0.60 0.45  -1    -2.38    -4.93    -1.34  0.95
 2024-11-14 600667 太极实业 0.83 0.47   1   -47.08   -82.06   -37.93  0.95
 2024-11-14 600780 通宝能源 0.62 0.43  -1    -2.10    -8.05   -14.57  0.95
 2024-11-14 601606 长城军工 0.58 0.47  -1    -9.65    -7.54    -8.64  0.95
 2024-11-14 603037 凯众股份 0.57 0.48  -1    -1.16    -1.21    -2.93  0.95
 2024-11-14 603077 和邦生物 0.69 0.36  -1    -2.65    -7.75   -10.07  0.95
 2024-11-14 603613 国联股份 0.72 0.58   1    -1.11    -1.75    -8.40  0.95
 2024-11-14 603616 韩建河山 0.61 0.44  -1    -8.96   -10.29    -7.01  0.95
 2024-11-14 000517 荣安地产 0.71 0.60  -1    -1.36    -0.38     0.55  0.94
 2024-11-14 000557 西部创业 0.63 0.44  -1    -7.37    -6.45    -6.40  0.94
 2024-11-14 000570 苏常柴Ａ 0.90 0.66   1     0.68    -0.39    -4.42  0.94
 2024-11-14 000718 苏宁环球 0.57 0.49  -1    -2.87    -0.48    -2.09  0.94
 2024-11-14 000727 冠捷科技 0.60 0.46  -1    -4.72    -4.37   -11.03  0.94
 2024-11-14 000958 电投产融 0.57 0.49  -1    -1.65    -1.49   -21.53  0.94
 2024-11-14 002033 丽江股份 0.61 0.44  -1    -1.46    -1.35    -1.73  0.94
 2024-11-14 002093 国脉科技 0.70 0.36  -1    -7.80    -4.15   -14.37  0.94
 2024-11-14 002314 南山控股 0.58 0.48  -1    -9.38    -7.16   -17.75  0.94
 2024-11-14 002443 金洲管道 0.60 0.46  -1    -8.61   -14.87   -15.74  0.94
 2024-11-14 002482 广田集团 0.64 0.42  -1    -7.80    -7.59   -13.49  0.94
 2024-11-14 002489 浙江永强 0.62 0.43  -1    -1.02    -1.34    -5.04  0.94
 2024-11-14 002513 蓝丰生化 0.62 0.43  -1    -2.19    -4.59    -3.05  0.94
 2024-11-14 002523 天桥起重 0.61 0.45  -1    -2.56    -3.46    -1.37  0.94
 2024-11-14 002588   史丹利 0.77 0.54   1    -2.80    -0.81    -0.22  0.94
 2024-11-14 002836   新宏泽 0.83 0.48   1    -2.47    -4.76    -8.86  0.94
 2024-11-14 002950 奥美医疗 0.58 0.49  -1    -1.19    -0.70    -0.41  0.94
 2024-11-14 600278 东方创业 0.54 0.52  -1    -4.31    -4.52    -7.34  0.94
 2024-11-14 600280 中央商场 0.63 0.43  -1    -3.42    -5.63    -4.99  0.94
 2024-11-14 600405   动力源 0.72 0.59  -1     0.01    -0.80    -0.01  0.94
 2024-11-14 600449 宁夏建材 0.64 0.42  -1    -3.53    -4.87   -11.37  0.94
 2024-11-14 600508 上海能源 0.86 0.70  -1    -6.63     1.19     0.41  0.94
 2024-11-14 600597 光明乳业 0.75 0.56   1    -0.06    -1.25    -8.20  0.94
 2024-11-14 600683 京投发展 0.52 0.54  -1   -33.48   -37.53   -69.45  0.94
 2024-11-14 600824 益民集团 0.82 0.73   1    -2.32    -2.52     0.07  0.94
 2024-11-14 600841 动力新科 0.80 0.51   1    -4.38    -3.18    -2.81  0.94
 2024-11-14 600858 银座股份 0.65 0.41  -1    -3.04    -3.85    -8.16  0.94
 2024-11-14 600884 杉杉股份 0.60 0.47  -1    -2.81    -6.00   -15.83  0.94
 2024-11-14 600987 航民股份 0.58 0.48  -1    -3.84    -7.98    -8.25  0.94
 2024-11-14 601002 晋亿实业 0.85 0.46   1    -2.83   -20.49   -49.09  0.94
 2024-11-14 601010 文峰股份 0.64 0.42  -1    -2.02    -4.59    -1.83  0.94
 2024-11-14 601068 中铝国际 0.81 0.50   1   -16.23   -45.53   -47.49  0.94
 2024-11-14 601298   青岛港 0.74 0.57   1    -0.10    -0.34    -5.85  0.94
 2024-11-14 601633 长城汽车 0.54 0.52  -1    -0.65    -1.39    -1.37  0.94
 2024-11-14 601928 凤凰传媒 0.67 0.64  -1    -0.80    -0.39     2.00  0.94
 2024-11-14 603079 圣达生物 0.75 0.57   1    -0.62    -3.45    -7.34  0.94
 2024-11-14 603309 维力医疗 0.94 0.63   1     1.23    -1.74    -3.61  0.94
 2024-11-14 603496 恒为科技 0.72 0.59   1    -6.55   -12.74   -24.22  0.94
 2024-11-14 603696 安记食品 0.62 0.44  -1    -3.40    -5.17    -5.23  0.94
 2024-11-14 603858 步长制药 0.60 0.46  -1    -3.08    -2.91    -3.33  0.94
 2024-11-14 000534 万泽股份 0.78 0.54  -1    -2.58     0.47    -4.14  0.93
 2024-11-14 000723 美锦能源 0.62 0.45  -1    -3.21    -5.02    -4.87  0.93
 2024-11-14 000890   法尔胜 0.63 0.44  -1    -3.65    -2.42    -3.35  0.93
 2024-11-14 000963 华东医药 0.70 0.63   1   -14.57   -26.96   -11.86  0.93
 2024-11-14 002054 德美化工 0.78 0.54  -1    -4.82    -4.40     1.28  0.93
 2024-11-14 002232 启明信息 1.00 0.82  -1     4.15     5.28     7.54  0.93
 2024-11-14 002448 中原内配 0.72 0.60   1   -10.79   -10.15    -4.89  0.93
 2024-11-14 002565 顺灏股份 0.63 0.44  -1    -4.68    -6.21    -3.97  0.93
 2024-11-14 002649 博彦科技 0.77 0.55   1    -1.26    -6.90   -15.63  0.93
 2024-11-14 002673 西部证券 0.64 0.43  -1    -6.78    -4.83    -4.77  0.93
 2024-11-14 002681 奋达科技 0.71 0.37  -1    -5.43    -1.87    -0.40  0.93
 2024-11-14 002687   乔治白 0.74 0.58  -1    -3.70    -3.45     2.50  0.93
 2024-11-14 002736 国信证券 0.58 0.49  -1    -2.97    -2.93    -0.79  0.93
 2024-11-14 002800 天顺股份 0.54 0.53  -1    -2.92    -4.90    -8.52  0.93
 2024-11-14 002945 华林证券 0.67 0.40  -1    -9.74    -7.16    -1.31  0.93
 2024-11-14 002951  *ST金时 0.70 0.37  -1    -0.95    -0.75    -0.68  0.93
 2024-11-14 600022 山东钢铁 0.58 0.49  -1    -3.28    -7.09    -4.97  0.93
 2024-11-14 600079 人福医药 0.95 0.87  -1     2.74    10.32     9.77  0.93
 2024-11-14 600103 青山纸业 0.61 0.46  -1    -6.52    -5.64    -2.48  0.93
 2024-11-14 600136   ST明诚 1.00 0.82   1     1.26     3.03    -3.18  0.93
 2024-11-14 600257 大湖股份 0.61 0.46  -1    -1.23    -1.17    -0.26  0.93
 2024-11-14 600258 首旅酒店 0.62 0.46  -1    -2.62    -5.21   -11.00  0.93
 2024-11-14 600262 北方股份 0.56 0.51  -1    -1.69    -2.77    -3.19  0.93
 2024-11-14 600491 龙元建设 0.59 0.48  -1    -3.37    -5.85    -3.75  0.93
 2024-11-14 600576 祥源文旅 0.91 0.41  -1    -2.98    -3.86     0.19  0.93
 2024-11-14 600592 龙溪股份 0.60 0.47  -1    -1.78    -2.77    -2.96  0.93
 2024-11-14 600609 金杯汽车 0.82 0.50  -1     0.13    -9.12   -12.15  0.93
 2024-11-14 600616 金枫酒业 0.87 0.69   1     0.41    -0.45    -2.55  0.93
 2024-11-14 600705 中航产融 0.59 0.48  -1    -2.94    -2.90    -8.83  0.93
 2024-11-14 600787 中储股份 0.98 0.84  -1    32.48    22.61    13.65  0.93
 2024-11-14 600791 京能置业 0.57 0.51  -1    -2.72    -2.83    -5.49  0.93
 2024-11-14 600851 海欣股份 0.58 0.49  -1    -3.96    -7.90    -9.19  0.93
 2024-11-14 601058 赛轮轮胎 0.44 0.63  -1   -31.42   -46.49   -46.74  0.93
 2024-11-14 601211 国泰君安 0.73 0.35  -1    -3.63    -4.72    -6.63  0.93
 2024-11-14 603081 大丰实业 0.54 0.53  -1    -1.89    -2.16    -5.68  0.93
 2024-11-14 603127 昭衍新药 0.66 0.42  -1    -2.83    -3.87    -2.14  0.93
 2024-11-14 603357 设计总院 0.79 0.53  -1    -3.16   -15.50     2.98  0.93
 2024-11-14 603399 永杉锂业 0.92 0.64  -1    -0.22     0.38     2.01  0.93
 2024-11-14 603607 京华激光 0.64 0.44  -1    -3.36    -4.79    -8.40  0.93
 2024-11-14 603712   七一二 0.64 0.43  -1    -4.92    -5.74    -3.70  0.93
 2024-11-14 603808   歌力思 0.59 0.48  -1    -4.16    -6.27    -6.39  0.93
 2024-11-14 603829 洛凯股份 0.55 0.53  -1    -2.21    -2.55    -3.71  0.93
 2024-11-14 603992 松霖科技 0.73 0.59   1    -3.33    -3.17    -2.19  0.93
 2024-11-14 000007   全新好 0.64 0.44  -1    -2.46   -24.55   -34.47  0.92
 2024-11-14 000088 盐 田 港 0.79 0.53   1    -8.99    -4.50   -10.87  0.92
 2024-11-14 000419 通程控股 0.59 0.48  -1    -5.41    -6.21    -4.67  0.92
 2024-11-14 000863 三湘印象 0.58 0.51  -1    -1.76    -4.93    -9.81  0.92
 2024-11-14 000936 华西股份 0.66 0.43  -1    -2.77    -3.97   -16.58  0.92
 2024-11-14 002081 金 螳 螂 0.62 0.47  -1    -2.16    -4.46    -7.56  0.92
 2024-11-14 002127 南极电商 0.76 0.58  -1    -2.84     0.18    -2.73  0.92
 2024-11-14 002152 广电运通 0.59 0.48  -1    -1.26    -2.45    -5.40  0.92
 2024-11-14 002297 博云新材 0.66 0.42  -1    -3.14    -1.91    -3.09  0.92
 2024-11-14 002363 隆基机械 0.75 0.58  -1    -1.09     1.50    -0.26  0.92
 2024-11-14 002506 协鑫集成 0.66 0.42  -1    -2.62   -10.99   -16.13  0.92
 2024-11-14 002733 雄韬股份 0.64 0.44  -1    -2.58    -4.51    -0.50  0.92
 2024-11-14 002734 利民股份 0.63 0.45  -1   -17.57   -46.53   -33.93  0.92
 2024-11-14 002773 康弘药业 0.56 0.52  -1    -1.59    -1.52    -1.98  0.92
 2024-11-14 002826 易明医药 0.96 0.63  -1    -0.14     3.43     2.29  0.92
 2024-11-14 002831 裕同科技 0.94 0.64   1     0.29    -4.81    -7.97  0.92
 2024-11-14 600156 华升股份 0.65 0.43  -1    -2.55    -3.93   -10.55  0.92
 2024-11-14 600161 天坛生物 0.72 0.86  -1    -0.27     0.42     5.46  0.92
 2024-11-14 600166 福田汽车 0.67 0.41  -1    -1.89    -3.71    -3.94  0.92
 2024-11-14 600191 华资实业 0.65 0.43  -1    -5.06    -6.86    -6.19  0.92
 2024-11-14 600207 安彩高科 0.59 0.49  -1    -0.94    -1.98   -15.76  0.92
 2024-11-14 600339 中油工程 0.73 0.60   1    -2.19    -2.97    -5.48  0.92
 2024-11-14 600468 百利电气 0.58 0.50  -1    -2.54    -2.65    -1.60  0.92
 2024-11-14 600507 方大特钢 0.65 0.43  -1    -0.23    -0.49    -2.45  0.92
 2024-11-14 600562 国睿科技 0.63 0.45  -1    -1.67    -3.63    -3.78  0.92
 2024-11-14 600735   新华锦 0.76 0.57  -1    -7.03    -2.23     0.69  0.92
 2024-11-14 600737 中粮糖业 0.69 0.64   1   -12.74   -19.94   -10.72  0.92
 2024-11-14 600783 鲁信创投 0.62 0.47  -1    -6.61   -11.91   -10.43  0.92
 2024-11-14 601369 陕鼓动力 0.86 0.47   1  -218.03  -214.82  -335.20  0.92
 2024-11-14 603101 汇嘉时代 1.00 0.83  -1     3.85     1.90     0.81  0.92
 2024-11-14 603297 永新光学 0.63 0.44  -1   -10.73   -10.72   -20.41  0.92
 2024-11-14 603305 旭升集团 0.78 0.56  -1     8.08   -10.05    -5.52  0.92
 2024-11-14 603359 东珠生态 0.99 0.59   1    -0.85    -3.13     6.25  0.92
 2024-11-14 603396 金辰股份 0.78 0.55   1    -2.74    -4.37    -4.39  0.92
 2024-11-14 603501 韦尔股份 0.66 0.41  -1    -1.81    -2.61    -4.64  0.92
 2024-11-14 603661 恒林股份 0.64 0.44  -1    -1.98    -3.00    -4.20  0.92
 2024-11-14 603779 威龙股份 0.64 0.44  -1    -1.30    -1.60   -14.55  0.92
 2024-11-14 000524 岭南控股 0.64 0.46  -1    -3.07    -1.50    -7.38  0.91
 2024-11-14 000603 盛达资源 0.75 0.34  -1    -8.27   -26.48   -18.47  0.91
 2024-11-14 000713 丰乐种业 0.67 0.42  -1    -2.13    -4.02    -0.78  0.91
 2024-11-14 000758 中色股份 0.80 0.54  -1    -2.66   -19.72     2.10  0.91
 2024-11-14 000981 山子高科 0.61 0.48  -1   -25.13   -27.87   -30.12  0.91
 2024-11-14 002030 达安基因 0.64 0.45  -1    -1.52    -1.24    -2.53  0.91
 2024-11-14 002163 海南发展 0.64 0.45  -1    -4.14    -5.85    -1.55  0.91
 2024-11-14 002182 宝武镁业 0.63 0.46  -1    -3.32    -3.06    -4.04  0.91
 2024-11-14 002196 方正电机 0.67 0.42  -1    -6.09    -1.52    -1.25  0.91
 2024-11-14 002255 海陆重工 0.69 0.40  -1    -3.23    -3.74    -8.77  0.91
 2024-11-14 002339 积成电子 0.66 0.43  -1    -1.39    -2.39    -3.75  0.91
 2024-11-14 002345   潮宏基 0.66 0.43  -1    -3.06    -3.17    -0.37  0.91
 2024-11-14 002531 天顺风能 0.75 0.34  -1    -3.76    -8.01    -5.28  0.91
 2024-11-14 002553 南方精工 0.72 0.37  -1    -2.47    -3.39    -5.46  0.91
 2024-11-14 002672 东江环保 0.67 0.42  -1    -2.72     0.00    -7.13  0.91
 2024-11-14 600031 三一重工 0.65 0.44  -1    -2.97    -8.43    -5.98  0.91
 2024-11-14 600153 建发股份 0.64 0.45  -1    -2.73    -6.83   -13.04  0.91
 2024-11-14 600369 西南证券 0.61 0.48  -1    -5.02    -7.82    -0.07  0.91
 2024-11-14 600371 万向德农 0.65 0.43  -1    -2.90   -10.37   -10.18  0.91
